web-scraper-order,web-scraper-start-url,moutons,moutons-href,nom,prix,adresse,image_lien-src
"1740287173-1192","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4438683","Mouton Ladoum","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
"1740287176-1193","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4444713","Mouton Ladoum","1 000 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
"1740287178-1194","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4449743","Mouton","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1740287181-1195","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4465409","Mouton Ladoum","300 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1740287183-1196","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/belier-4484443","Bélier","160 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179070_uploaded_image1_1739194872.jpg"
"1740287185-1197","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4501360","Mouton","500 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1740287188-1198","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4530463","Mouton","250 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1740287190-1199","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4536120","Mouton","200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287193-1200","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-metisse-4574584","Mouton Ladoum métisse","175 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4574584_uploaded_image1_1706868441.jpg"
"1740287195-1201","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4600147","Mouton Ladoum","750 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4705081_uploaded_image2_1713794349.jpeg"
"1740287197-1202","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/moutons/mouton-bali-bali-4623542","Mouton","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739472_uploaded_image1_1715522415.jpg"
"1740287200-1203","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/moutons/moutons-4634393","Mouton Ladoum","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1740287202-1204","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4635646","Moutons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287205-1205","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/moutons/mouton-4666295","Mouton","200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287207-1206","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/moutons/mouton-4671961","Moutons","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287210-1207","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/moutons/mouton-4677640","Mouton  ladoum","320 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740287212-1208","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/moutons/mouton-tchadienne-4678964","Mouton tchadienne","275 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4678964_uploaded_image1_1712396100.jpg"
"1740287217-1209","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border10mois","https://sn.coinafrique.com/annonce/moutons/mouton-soudanais-4678969","Mouton","385 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4741635_uploaded_image1_1715623935.jpg"
"1740287219-1210","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border10mois","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4703472","Moutons","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287222-1211","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border10mois","https://sn.coinafrique.com/annonce/moutons/mouton-4703542","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287224-1212","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border10mois","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4705081","Mouton Ladoum","1 300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4705081_uploaded_image2_1713794349.jpeg"
"1740287227-1213","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border10mois","https://sn.coinafrique.com/annonce/moutons/mouton-4708924","Mouton","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1740287229-1214","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border10mois","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4715180","Mouton Azawat","280 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4715180_uploaded_image1_1714322575.jpg"
"1740287232-1215","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4720592","Moutons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287235-1216","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4721626","Moutons","220 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287237-1217","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4721636","Moutons","190 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287239-1218","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4680580","Mouton","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1740287242-1219","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4725585","Mouton","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287244-1220","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4725589","Mouton","275 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287247-1221","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4725591","Mouton","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287249-1222","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4719240","Mouton Ladoum","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4719240_uploaded_image1_1714554654.jpg"
"1740287251-1223","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4731309","Moutons","175 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287254-1224","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4735916","Moutons","350 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287256-1225","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4739472","Mouton","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739472_uploaded_image1_1715522415.jpg"
"1740287259-1226","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4741635","Mouton","375 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287261-1227","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4741757","Mouton  ladoum","500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740287263-1228","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4747250","Mouton","275 000 CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4747250_uploaded_image1_1715876701.jpg"
"1740287266-1229","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4748231","Mouton Ladoum","150 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1740287268-1230","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4757844","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1740287271-1231","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4761802","Mouton Ladoum","500 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4761802_uploaded_image1_1716641179.jpg"
"1740287273-1232","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/moutons/mouton-4766880","Mouton","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287276-1233","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/mouton-4767940","Mouton","90 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5195908_uploaded_image1_1740092028.jpg"
"1740287278-1234","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/mouton-4769840","Mouton","125 000 CFA","Gassane, Sénégal","https://images.coinafrique.com/thumb_4769840_uploaded_image1_1717055825.jpg"
"1740287280-1235","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/moutons-4773721","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287283-1236","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/moutons-de-tabaski-4777233","Mouton","320 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4795886_uploaded_image1_1718392315.jpg"
"1740287285-1237","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/mouton-4777249","Mouton  ladoum","275 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740287288-1238","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4780599","Mouton Azawat","160 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4780599_uploaded_image1_1717584331.jpg"
"1740287290-1239","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/mouton-4787368","Mouton","195 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1740287293-1240","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/mouton-4787372","Mouton Ladoum","350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740287295-1241","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/belier-4788927","Bélier","300 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179070_uploaded_image1_1739194872.jpg"
"1740287297-1242","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/mouton-4789672","Mouton","270 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1740287300-1243","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/mouton-4791149","Mouton","125 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1740287302-1244","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/moutons-4792297","Mouton","320 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287304-1245","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/mouton-4795886","Mouton","150 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287307-1246","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4754458","Mouton ladoum","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4754458_uploaded_image1_1716290235.jpg"
"1740287309-1247","https://sn.coinafrique.com/categorie/moutons?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/moutons/foin-4807498","Foin","4 700 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4807498_uploaded_image1_1719210756.jpg"
