web-scraper-order,web-scraper-start-url,moutons,moutons-href,nom,prix,adresse,image_lien-src
"1740286082-737","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3205391","Mouton  ladoum","300 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740286084-738","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3206471","Femelle Ladoum","900 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3206471_uploaded_image1_1625316470.jpg"
"1740286087-739","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3207795","Moutons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286089-740","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3207881","Mouton femelle Ladoum","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1740286092-741","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-3207991","Mouton","220 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4735916_uploaded_image1_1715324820.jpg"
"1740286094-742","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3208371","Moutons","170 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286096-743","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3208783","Mouton","245 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4255895_uploaded_image1_1686736719.jpg"
"1740286099-744","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3208863","Mouton Ladoum","290 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286101-745","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3208866","Mouton  agnelle","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1740286104-746","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3208872","Mouton Ladoum","520 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286106-747","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3208875","Mouton  agnelle","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1740286108-748","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3208888","Mouton Ladoum","720 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286111-749","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3208890","Mouton Ladoum","300 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286113-750","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3208892","Mouton Ladoum","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286115-751","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3208897","Mouton Ladoum","200 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286118-752","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3208903","Mouton Ladoum","230 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286120-753","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3209125","Mouton ladoum","700 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3209125_uploaded_image1_1625431861.jpg"
"1740286122-754","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3209310","Mouton","125 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1740286125-755","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3209314","Mouton","160 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1740286127-756","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3209318","Mouton","170 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1740286129-757","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3209798","Moutons","220 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286132-758","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3209806","Moutons","230 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286134-759","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3210353","Mouton","170 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4255895_uploaded_image1_1686736719.jpg"
"1740286136-760","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3210359","Mouton","210 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4255895_uploaded_image1_1686736719.jpg"
"1740286139-761","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3210365","Mouton","170 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4255895_uploaded_image1_1686736719.jpg"
"1740286141-762","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3210932","Moutons","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286144-763","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-bali-bali-3211305","Mouton","210 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3215274_uploaded_image1_1625673688.jpg"
"1740286146-764","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3211669","Moutons","320 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286148-765","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3211689","Mouton","250 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3211689_uploaded_image1_1625530422.jpg"
"1740286150-766","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3211721","Mouton ladoum","215 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1740286153-767","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3212534","Moutons","150 000 CFA","Matam, Sénégal","https://images.coinafrique.com/thumb_4204058_uploaded_image1_1683299567.jpg"
"1740286155-768","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3212567","Mouton","160 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740286157-769","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3212869","Mouton Ladoum","680 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1740286160-770","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3213116","Mouton  agnelle","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1740286162-771","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3213921","Moutons","280 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286164-772","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3214030","Mouton Ladoum","210 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1740286167-773","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3215045","Mouton","250 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1740286169-774","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3215139","Mouton  ladoum","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740286172-775","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3215274","Mouton ladoum","215 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1740286174-776","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3215907","Mouton","125 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1740286176-777","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3215910","Mouton","170 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1740286179-778","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3216121","Mouton ladoum","170 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1740286181-779","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3216122","Mouton ladoum","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1740286183-780","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3217736","Mouton Ladoum","600 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1740286186-781","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3218024","Moutons","550 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3778560_uploaded_image1_1657347778.jpg"
"1740286188-782","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-elevage-3218187","Mouton élevage","105 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3218187_uploaded_image1_1625786936.jpg"
"1740286190-783","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3218372","Mouton","45 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1740286193-784","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-toubab-beer-ladoum-3218966","Mouton métisse Toubab beer Ladoum","235 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3218966_uploaded_image1_1625834036.jpg"
"1740286195-785","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3219247","Mouton Ladoum","225 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1740286198-786","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-3220217","Mouton de tabaski","200 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3220217_uploaded_image1_1625900638.jpg"
"1740286200-787","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3221005","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1740286202-788","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3221011","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1740286207-789","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3221076","Mouton ladoum","1 000 500 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221076_uploaded_image1_1625930215.jpg"
"1740286210-790","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/agneau-ladoum-3221082","Agneau ladoum","750 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221082_uploaded_image1_1625930320.jpg"
"1740286212-791","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3221174","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1740286214-792","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3222040","Mouton Ladoum","200 000 350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286217-793","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3222227","Moutons","175 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286219-794","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/belier-elevage-3222700","Bélier élevage","190 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222700_uploaded_image1_1626026251.jpg"
"1740286221-795","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3223126","Mouton","210 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4261058_uploaded_image2_1687100799.jpeg"
"1740286224-796","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3223832","Mouton  ladoum","250 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740286226-797","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3224262","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1740286229-798","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3224266","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1740286231-799","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3224918","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1740286233-800","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3224927","Moutons","400 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286236-801","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3225091","Moutons","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286238-802","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3225293","Mouton Ladoum","550 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4705081_uploaded_image2_1713794349.jpeg"
"1740286240-803","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3225377","Mouton","165 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1740286243-804","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3225419","Moutons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286245-805","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3226450","Mouton Ladoum","145 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286248-806","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3226456","Mouton Ladoum","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1740286250-807","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3226810","Moutons","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286252-808","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3227147","Mouton  ladoum","150 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740286255-809","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3227288","Mouton","350 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1740286257-810","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3228191","Mouton","300 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740286260-811","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3228411","Mouton","130 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1740286262-812","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-ladoum-azawatte-3228766","Mouton métisse Ladoum - Azawatte","500 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3228766_uploaded_image1_1626285669.jpg"
"1740286265-813","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3229226","Mouton Ladoum","275 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286267-814","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3230370","Mouton","130 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1740286269-815","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-3231482","Mouton  agnelle","270 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1740286272-816","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-3231584","Mouton tabaski","200 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3231584_uploaded_image1_1626394551.jpg"
"1740286274-817","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3231711","Moutons","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286276-818","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3232750","Mouton","135 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740286279-819","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3233334","Moutons","180 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286281-820","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3234200","Moutons","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286284-821","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3234203","Moutons","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286286-822","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3234206","Moutons","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286288-823","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3234211","Moutons","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286291-824","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3234604","Mouton","400 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739472_uploaded_image1_1715522415.jpg"
"1740286293-825","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3235086","Mouton","250 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740286296-826","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3235588","Mouton ladoum","180 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1740286298-827","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3235834","Mouton","160 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1740286300-828","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3235838","Mouton","280 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1740286303-829","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3236139","Moutons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286305-830","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3236341","Mouton Azawat","130 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4780599_uploaded_image1_1717584331.jpg"
"1740286308-831","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3236859","Mouton","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252068_uploaded_image1_1686495864.jpg"
"1740286310-832","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3256042","Moutons","800 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286312-833","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3256366","Mouton","350 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740286315-834","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3262861","Moutons","1 200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286317-835","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3263932","Mouton Ladoum","800 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3705520_uploaded_image1_1653135164.jpg"
