web-scraper-order,web-scraper-start-url,chiens,chiens-href,nom,prix,adresse,image_lien-src
"1740285354-636","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-femelle-4583262","Bichon maltais femelle","130 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4583262_uploaded_image1_1707324718.jpg"
"1740285356-637","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4595120","Chiot Bichon","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4595120_uploaded_image1_1708002349.jpg"
"1740285359-638","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-4599516","Chien Berger Belge Malinois","300 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4687438_uploaded_image1_1712878170.jpg"
"1740285364-639","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4604923","Chiens berger allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1740285366-640","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-boerbulls-4606579","Chiens boerbulls","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4606579_uploaded_image1_1708609223.jpg"
"1740285368-641","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4607340","Chien Boerboel","275 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4607340_uploaded_image1_1708639477.jpg"
"1740285371-642","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border12mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4609624","Chien Berger Allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1740285373-643","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border12mois","https://sn.coinafrique.com/annonce/chiens/bichon-4611544","Bichon","150 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4611544_uploaded_image1_1708894607.jpg"
"1740285376-644","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4618143","Chiot Malinois","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1740285378-645","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-femelle-adulte-4630010","Chien Berger Femelle adulte","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4630010_uploaded_image1_1709800534.jpg"
"1740285380-646","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/caniche-4634226","Caniche","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4634226_uploaded_image1_1710001956.jpg"
"1740285383-647","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-4636694","Chiot Berger Allemand mâle","180 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4884833_uploaded_image1_1723151589.jpg"
"1740285385-648","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4652247","Chiots Golden Retriever","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
"1740285387-649","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4653887","Chiot Berger Allemand","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_5186005_uploaded_image1_1739548062.jpg"
"1740285390-650","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4657472","Chien Berger allemand","175 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1740285392-651","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4659440","Chiot Berger Allemand","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1740285394-652","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4660990","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1740285397-653","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664447","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4664453_uploaded_image1_1711641058.jpg"
"1740285399-654","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664453","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4664453_uploaded_image1_1711641058.jpg"
"1740285401-655","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4667946","Chiot Malinois","250 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1740285404-656","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4670652","Chiot Berger Allemand","150 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5016564_uploaded_image1_1730217865.jpg"
"1740285406-657","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-4672174","Chiots Bichons Maltais","100 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672174_uploaded_image1_1712086423.jpg"
"1740285408-658","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4679501","Chien Berger Allemand","310 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1740285411-659","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/malinois-mal-4679677","Malinois mal","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4679677_uploaded_image1_1712423347.jpg"
"1740285413-660","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-ridgback-4680610","Chiot Ridgback","500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4680610_uploaded_image1_1712497780.jpg"
"1740285415-661","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4681737","Chiots Malinois","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4894008_uploaded_image1_1723642785.jpg"
"1740285418-662","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4683644","Chiot Bichon Maltais","777 621 466 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1740285420-663","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-4687438","Chien Berger Belge Malinois","250 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4687438_uploaded_image1_1712878170.jpg"
"1740285423-664","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4692204","Chiot Berger Allemand","200 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114394_uploaded_image1_1735682024.jpg"
"1740285425-665","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4692205","Chiot Berger Allemand","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114394_uploaded_image1_1735682024.jpg"
"1740285427-666","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4695228","Chiot Malinois","779 638 883 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1740285430-667","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/femelle-apbt-brinze-4711619","Femelle Apbt Brinze","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4711619_uploaded_image1_1714093089.jpg"
"1740285432-668","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4716925","Chien Berger Allemand","200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4716925_uploaded_image1_1714422080.jpg"
"1740285434-669","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4717577","Berger Allemand Femelle","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1740285437-670","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/rottweiler-4727689","Rottweiler","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg"
"1740285439-671","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4739575","Chiot Bichon","150 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739575_uploaded_image1_1715527231.jpg"
"1740285441-672","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiots-4740260","Chiots","20 000 CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4740260_uploaded_image1_1715562134.jpg"
"1740285444-673","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiots-4746939","Chiots","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1740285446-674","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chien-husky-4755258","Chien Husky","300 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1740285448-675","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4755803","Chiot Malinois","290 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1740285451-676","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-xl-4758802","Chiots Berger XL","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4758802_uploaded_image1_1716485273.jpg"
"1740285453-677","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4764005","Chiots Berger Allemand","400 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1740285455-678","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-pure-sang-4779635","Berger allemand pure sang","160 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1740285458-679","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-femelle-4795597","Chiot malinois femelle","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4795597_uploaded_image1_1718373916.jpg"
"1740285460-680","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4806292","Bichon Maltais","779 638 883 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1740285463-681","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4806294","Chien Malinois","77 963 888 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1740285465-682","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4-mois-4807147","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1740285467-683","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiots-dog-canaries-4808208","Chiots dog canaries","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5112459_uploaded_image1_1735553703.jpg"
"1740285470-684","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiot-husky-pur-sang-4814513","Chiot Husky pur sang","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1740285472-685","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4817314","Chiots Berger Allemand","160 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1740285474-686","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4828053","Chiots Malinois","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1740285477-687","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829728","Chiens de race","500 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg"
"1740285479-688","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829755","Chiens de race","250 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg"
"1740285481-689","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-poil-long-4834152","Berger Allemand poil long","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4834152_uploaded_image1_1720526802.jpg"
"1740285484-690","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4837526","Chiots Berger Allemand","350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1740285486-691","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4840125","Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1740285488-692","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chien-bichon-4844767","Chien Bichon","160 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4844767_uploaded_image1_1721086997.jpg"
"1740285491-693","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4845561","Berger allemand","150 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5173038_uploaded_image1_1738846508.jpg"
"1740285493-694","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-4845887","Chiots spitz nain","800 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4845887_uploaded_image1_1721141629.jpg"
"1740285495-695","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-4848898","Chiots Rottweiler","250 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4848898_uploaded_image1_1721301203.jpg"
"1740285498-696","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiot-belgian-malinois-charbonne-4850412","Chiot Belgian Malinois charbonne","250 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4850412_uploaded_image1_1721376820.jpg"
"1740285500-697","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4851447","Chiot Cane Corso","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4851447_uploaded_image1_1721414706.jpg"
"1740285502-698","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4852383","Chiot Husky","200 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4852383_uploaded_image1_1721477152.jpg"
"1740285505-699","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiot-chiwawa-4853647","Chiot Chiwawa","550 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853647_uploaded_image1_1721564020.jpg"
"1740285507-700","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4853861","Chiots Golden retriever","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
"1740285509-701","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiot-dogo-argentino-4853893","Chiot Dogo argentino","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4853893_uploaded_image1_1721578319.jpg"
"1740285512-702","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4858734","Chiots berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1740285514-703","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/bichons-maltin-pure-race-4865327","Bichons maltin pure race","250 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865327_uploaded_image1_1722209598.jpg"
"1740285517-704","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4867390","Chiot Caniche","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg"
"1740285519-705","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4868594","Chiot berger malinois","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4868594_uploaded_image1_1722382090.jpg"
"1740285521-706","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4875998","Chiot Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1740285524-707","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4884833","Chiot Berger Allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1740285526-708","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/golden-retriever-4885131","Golden Retriever","300 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885131_uploaded_image1_1723173005.jpg"
"1740285528-709","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/pitbull-4885134","Pitbull","135 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885134_uploaded_image1_1723173253.jpg"
"1740285531-710","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4885136","Berger Allemand","150 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885136_uploaded_image1_1723173479.jpg"
"1740285533-711","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/vente-de-chiots-4885713","Vente de chiots","130 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885713_uploaded_image1_1723206642.jpg"
"1740285535-712","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4887929","Chiot Berger Malinois","300 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4997477_uploaded_image1_1729105958.jpg"
"1740285538-713","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4888701","Berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1740285540-714","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4892261","Chiot Berger Allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1740285543-715","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-caniche-4893046","Chiot femelle caniche","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg"
"1740285545-716","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4893706","Chiot Husky","400 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4893706_uploaded_image1_1723634647.jpg"
"1740285547-717","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4894008","Chiot Berger Malinois","130 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4894008_uploaded_image1_1723642785.jpg"
"1740285550-718","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/boerboel-4894355","Boerboel","400 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4894355_uploaded_image1_1723654678.jpg"
"1740285552-719","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/berger-malinois-4910751","Berger Malinois","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4910751_uploaded_image1_1724605148.jpg"
"1740285554-720","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4912455","Chiot Bichon","160 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg"
"1740285557-721","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/cane-corso-de-4-mois-4919921","Cane Corso de 4 mois","450 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919921_uploaded_image1_1725115686.jpg"
"1740285559-722","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4920593","Chiot Rottweiler","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg"
"1740285564-723","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4925778","Chiot Rottweiler","120 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5190963_uploaded_image1_1739872041.jpg"
"1740285566-724","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4934038","Chiot bichon Maltais","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg"
"1740285569-725","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/lolou-de-pomeranien-4934169","Lolou de pomeranien","700 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4934169_uploaded_image1_1725812855.jpg"
"1740285571-726","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4935684","Chiot Bichon","180 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5133780_uploaded_image1_1736845188.jpg"
"1740285573-727","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/couple-de-chiot-de-race-4937044","Couple de chiot de race","75 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4937044_uploaded_image1_1725971142.jpg"
"1740285576-728","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4943304","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1740285578-729","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-chihuahua-4946002","Chiot chihuahua","390 000 CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_4946002_uploaded_image1_1726441968.jpg"
"1740285580-730","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4951773","Chiots Pitbull","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
